"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2001","Total","Male","11","Census - de facto - complete tabulation","Final figure, complete","2007","9505257","1,2"
"India","2001","Total","Male","12","Census - de facto - complete tabulation","Final figure, complete","2007","16153819","1,2"
"India","2001","Total","Male","13","Census - de facto - complete tabulation","Final figure, complete","2007","10219364","1,2"
"India","2001","Total","Male","14","Census - de facto - complete tabulation","Final figure, complete","2007","11812734","1,2"
"India","2001","Total","Male","15","Census - de facto - complete tabulation","Final figure, complete","2007","12225932","1,2"
"India","2001","Total","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2003","53939991","1,2"
"India","2001","Total","Male","16","Census - de facto - complete tabulation","Final figure, complete","2007","11572289","1,2"
"India","2001","Total","Male","17","Census - de facto - complete tabulation","Final figure, complete","2007","8033721","1,2"
"India","2001","Total","Male","18","Census - de facto - complete tabulation","Final figure, complete","2007","15166111","1,2"
"India","2001","Total","Male","19","Census - de facto - complete tabulation","Final figure, complete","2007","6941938","1,2"
"India","2001","Total","Male","20","Census - de facto - complete tabulation","Final figure, complete","2007","14595850","1,2"
"India","2001","Total","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2003","46321150","1,2"
"India","2001","Total","Male","21","Census - de facto - complete tabulation","Final figure, complete","2007","6548123","1,2"
"India","2001","Total","Male","22","Census - de facto - complete tabulation","Final figure, complete","2007","11404995","1,2"
"India","2001","Total","Male","23","Census - de facto - complete tabulation","Final figure, complete","2007","6562775","1,2"
"India","2001","Total","Male","24","Census - de facto - complete tabulation","Final figure, complete","2007","7209407","1,2"
"India","2001","Total","Male","25","Census - de facto - complete tabulation","Final figure, complete","2007","14934412","1,2"
"India","2001","Total","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2003","41557546","1,2"
"India","2001","Total","Male","26","Census - de facto - complete tabulation","Final figure, complete","2007","7474319","1,2"
"India","2001","Total","Male","27","Census - de facto - complete tabulation","Final figure, complete","2007","5640459","1,2"
"India","2001","Total","Male","28","Census - de facto - complete tabulation","Final figure, complete","2007","10112839","1,2"
"India","2001","Total","Male","29","Census - de facto - complete tabulation","Final figure, complete","2007","3395517","1,2"
"India","2001","Total","Male","30","Census - de facto - complete tabulation","Final figure, complete","2007","18093460","1,2"
"India","2001","Total","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2003","37361916","1,2"
"India","2001","Total","Male","31","Census - de facto - complete tabulation","Final figure, complete","2007","2977527","1,2"
"India","2001","Total","Male","32","Census - de facto - complete tabulation","Final figure, complete","2007","8837855","1,2"
"India","2001","Total","Male","33","Census - de facto - complete tabulation","Final figure, complete","2007","3791820","1,2"
"India","2001","Total","Male","34","Census - de facto - complete tabulation","Final figure, complete","2007","3661254","1,2"
"India","2001","Total","Male","35","Census - de facto - complete tabulation","Final figure, complete","2007","17754473","1,2"
"India","2001","Total","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2003","36038727","1,2"
"India","2001","Total","Male","36","Census - de facto - complete tabulation","Final figure, complete","2007","5459654","1,2"
"India","2001","Total","Male","37","Census - de facto - complete tabulation","Final figure, complete","2007","3268803","1,2"
"India","2001","Total","Male","38","Census - de facto - complete tabulation","Final figure, complete","2007","7126262","1,2"
"India","2001","Total","Male","39","Census - de facto - complete tabulation","Final figure, complete","2007","2429535","1,2"
"India","2001","Total","Male","40","Census - de facto - complete tabulation","Final figure, complete","2007","17299610","1,2"
"India","2001","Total","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2003","29878715","1,2"
"India","2001","Total","Male","41","Census - de facto - complete tabulation","Final figure, complete","2007","2184688","1,2"
"India","2001","Total","Male","42","Census - de facto - complete tabulation","Final figure, complete","2007","5922453","1,2"
"India","2001","Total","Male","43","Census - de facto - complete tabulation","Final figure, complete","2007","2346733","1,2"
"India","2001","Total","Male","44","Census - de facto - complete tabulation","Final figure, complete","2007","2125231","1,2"
"India","2001","Total","Male","45","Census - de facto - complete tabulation","Final figure, complete","2007","13759010","1,2"
"India","2001","Total","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2003","24867886","1,2"
"India","2001","Total","Male","46","Census - de facto - complete tabulation","Final figure, complete","2007","2885114","1,2"
"India","2001","Total","Male","47","Census - de facto - complete tabulation","Final figure, complete","2007","2110068","1,2"
"India","2001","Total","Male","48","Census - de facto - complete tabulation","Final figure, complete","2007","4570723","1,2"
"India","2001","Total","Male","49","Census - de facto - complete tabulation","Final figure, complete","2007","1542971","1,2"
"India","2001","Total","Male","50","Census - de facto - complete tabulation","Final figure, complete","2007","11929738","1,2"
"India","2001","Total","Male","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2003","19851608","1,2"
"India","2001","Total","Male","51","Census - de facto - complete tabulation","Final figure, complete","2007","1582201","1,2"
"India","2001","Total","Male","52","Census - de facto - complete tabulation","Final figure, complete","2007","3389644","1,2"
"India","2001","Total","Male","53","Census - de facto - complete tabulation","Final figure, complete","2007","1487972","1,2"
"India","2001","Total","Male","54","Census - de facto - complete tabulation","Final figure, complete","2007","1462053","1,2"
"India","2001","Total","Male","55","Census - de facto - complete tabulation","Final figure, complete","2007","7531157","1,2"
"India","2001","Total","Male","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2003","13583022","1,2"
"India","2001","Total","Male","56","Census - de facto - complete tabulation","Final figure, complete","2007","1809330","1,2"
"India","2001","Total","Male","57","Census - de facto - complete tabulation","Final figure, complete","2007","1110799","1,2"
"India","2001","Total","Male","58","Census - de facto - complete tabulation","Final figure, complete","2007","2267315","1,2"
"India","2001","Total","Male","59","Census - de facto - complete tabulation","Final figure, complete","2007","864421","1,2"
"India","2001","Total","Male","60","Census - de facto - complete tabulation","Final figure, complete","2007","9029205","1,2"
"India","2001","Total","Male","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2003","13586347","1,2"
"India","2001","Total","Male","61","Census - de facto - complete tabulation","Final figure, complete","2007","918063","1,2"
"India","2001","Total","Male","62","Census - de facto - complete tabulation","Final figure, complete","2007","2013153","1,2"
"India","2001","Total","Male","63","Census - de facto - complete tabulation","Final figure, complete","2007","866527","1,2"
"India","2001","Total","Male","64","Census - de facto - complete tabulation","Final figure, complete","2007","759399","1,2"
"India","2001","Total","Male","65","Census - de facto - complete tabulation","Final figure, complete","2007","6240628","1,2"
"India","2001","Total","Male","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2003","9472103","1,2"
"India","2001","Total","Male","66","Census - de facto - complete tabulation","Final figure, complete","2007","931608","1,2"
"India","2001","Total","Male","67","Census - de facto - complete tabulation","Final figure, complete","2007","716620","1,2"
"India","2001","Total","Male","68","Census - de facto - complete tabulation","Final figure, complete","2007","1149161","1,2"
"India","2001","Total","Male","69","Census - de facto - complete tabulation","Final figure, complete","2007","434086","1,2"
"India","2001","Total","Male","70","Census - de facto - complete tabulation","Final figure, complete","2007","5413125","1,2"
"India","2001","Total","Male","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2003","7527688","1,2"
"India","2001","Total","Male","71","Census - de facto - complete tabulation","Final figure, complete","2007","448784","1,2"
"India","2001","Total","Male","72","Census - de facto - complete tabulation","Final figure, complete","2007","968120","1,2"
"India","2001","Total","Male","73","Census - de facto - complete tabulation","Final figure, complete","2007","367050","1,2"
"India","2001","Total","Male","74","Census - de facto - complete tabulation","Final figure, complete","2007","330609","1,2"
"India","2001","Total","Male","75","Census - de facto - complete tabulation","Final figure, complete","2007","2176473","1,2"
"India","2001","Total","Male","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2003","3263209","1,2"
"India","2001","Total","Male","76","Census - de facto - complete tabulation","Final figure, complete","2007","380193","1,2"
"India","2001","Total","Male","77","Census - de facto - complete tabulation","Final figure, complete","2007","201104","1,2"
"India","2001","Total","Male","78","Census - de facto - complete tabulation","Final figure, complete","2007","367422","1,2"
"India","2001","Total","Male","79","Census - de facto - complete tabulation","Final figure, complete","2007","138017","1,2"
"India","2001","Total","Male","80 +","Census - de facto - complete tabulation","Final figure, complete","2003","3918980","1,2"
"India","2001","Total","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","1500562","1,2"
"India","2001","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2003","496453556","1,2"
"India","2001","Total","Female","0","Census - de facto - complete tabulation","Final figure, complete","2007","7913141","1,2"
"India","2001","Total","Female","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2003","53327552","1,2"
"India","2001","Total","Female","1","Census - de facto - complete tabulation","Final figure, complete","2007","9401148","1,2"
"India","2001","Total","Female","2","Census - de facto - complete tabulation","Final figure, complete","2007","11682590","1,2"
"India","2001","Total","Female","3","Census - de facto - complete tabulation","Final figure, complete","2007","12506541","1,2"
"India","2001","Total","Female","4","Census - de facto - complete tabulation","Final figure, complete","2007","11824132","1,2"
"India","2001","Total","Female","5","Census - de facto - complete tabulation","Final figure, complete","2007","12743123","1,2"
"India","2001","Total","Female","5 - 9","Census - de facto - complete tabulation","Final figure, complete","2003","61581957","1,2"
"India","2001","Total","Female","6","Census - de facto - complete tabulation","Final figure, complete","2007","12749736","1,2"
"India","2001","Total","Female","7","Census - de facto - complete tabulation","Final figure, complete","2007","11134698","1,2"
"India","2001","Total","Female","8","Census - de facto - complete tabulation","Final figure, complete","2007","14856800","1,2"
"India","2001","Total","Female","9","Census - de facto - complete tabulation","Final figure, complete","2007","10097600","1,2"
"India","2001","Total","Female","10","Census - de facto - complete tabulation","Final figure, complete","2007","15913675","1,2"
"India","2001","Total","Female","10 - 14","Census - de facto - complete tabulation","Final figure, complete","2003","59213981","1,2"
"India","2001","Total","Female","11","Census - de facto - complete tabulation","Final figure, complete","2007","8573692","1,2"
"India","2001","Total","Female","12","Census - de facto - complete tabulation","Final figure, complete","2007","14273610","1,2"
"India","2001","Total","Female","13","Census - de facto - complete tabulation","Final figure, complete","2007","9677687","1,2"
"India","2001","Total","Female","14","Census - de facto - complete tabulation","Final figure, complete","2007","10775317","1,2"
"India","2001","Total","Female","15","Census - de facto - complete tabulation","Final figure, complete","2007","10295127","1,2"
"India","2001","Total","Female","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2003","46275899","1,2"
"India","2001","Total","Female","16","Census - de facto - complete tabulation","Final figure, complete","2007","10205521","1,2"
"India","2001","Total","Female","17","Census - de facto - complete tabulation","Final figure, complete","2007","6865141","1,2"
"India","2001","Total","Female","18","Census - de facto - complete tabulation","Final figure, complete","2007","12520791","1,2"
"India","2001","Total","Female","19","Census - de facto - complete tabulation","Final figure, complete","2007","6389319","1,2"
"India","2001","Total","Female","20","Census - de facto - complete tabulation","Final figure, complete","2007","13771354","1,2"
"India","2001","Total","Female","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2003","43442982","1,2"
"India","2001","Total","Female","21","Census - de facto - complete tabulation","Final figure, complete","2007","5561899","1,2"
"India","2001","Total","Female","22","Census - de facto - complete tabulation","Final figure, complete","2007","10023923","1,2"
"India","2001","Total","Female","23","Census - de facto - complete tabulation","Final figure, complete","2007","6902758","1,2"
"India","2001","Total","Female","24","Census - de facto - complete tabulation","Final figure, complete","2007","7183048","1,2"
"India","2001","Total","Female","25","Census - de facto - complete tabulation","Final figure, complete","2007","13982854","1,2"
"India","2001","Total","Female","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2003","41864847","1,2"
"India","2001","Total","Female","26","Census - de facto - complete tabulation","Final figure, complete","2007","7342527","1,2"
"India","2001","Total","Female","27","Census - de facto - complete tabulation","Final figure, complete","2007","5350472","1,2"
"India","2001","Total","Female","28","Census - de facto - complete tabulation","Final figure, complete","2007","11668374","1,2"
"India","2001","Total","Female","29","Census - de facto - complete tabulation","Final figure, complete","2007","3520620","1,2"
"India","2001","Total","Female","30","Census - de facto - complete tabulation","Final figure, complete","2007","16540749","1,2"
"India","2001","Total","Female","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2003","36912128","1,2"
"India","2001","Total","Female","31","Census - de facto - complete tabulation","Final figure, complete","2007","2761922","1,2"
"India","2001","Total","Female","32","Census - de facto - complete tabulation","Final figure, complete","2007","8644619","1,2"
"India","2001","Total","Female","33","Census - de facto - complete tabulation","Final figure, complete","2007","4818258","1,2"
"India","2001","Total","Female","34","Census - de facto - complete tabulation","Final figure, complete","2007","4146580","1,2"
"India","2001","Total","Female","35","Census - de facto - complete tabulation","Final figure, complete","2007","14421281","1,2"
"India","2001","Total","Female","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2003","34535358","1,2"
"India","2001","Total","Female","36","Census - de facto - complete tabulation","Final figure, complete","2007","5488693","1,2"
"India","2001","Total","Female","37","Census - de facto - complete tabulation","Final figure, complete","2007","3316070","1,2"
"India","2001","Total","Female","38","Census - de facto - complete tabulation","Final figure, complete","2007","8779701","1,2"
"India","2001","Total","Female","39","Census - de facto - complete tabulation","Final figure, complete","2007","2529613","1,2"
"India","2001","Total","Female","40","Census - de facto - complete tabulation","Final figure, complete","2007","13434269","1,2"
"India","2001","Total","Female","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2003","25859582","1,2"
"India","2001","Total","Female","41","Census - de facto - complete tabulation","Final figure, complete","2007","1818242","1,2"
"India","2001","Total","Female","42","Census - de facto - complete tabulation","Final figure, complete","2007","5245800","1,2"
"India","2001","Total","Female","43","Census - de facto - complete tabulation","Final figure, complete","2007","3085705","1,2"
"India","2001","Total","Female","44","Census - de facto - complete tabulation","Final figure, complete","2007","2275566","1,2"
"India","2001","Total","Female","45","Census - de facto - complete tabulation","Final figure, complete","2007","10951852","1,2"
"India","2001","Total","Female","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2003","22541090","1,2"
"India","2001","Total","Female","46","Census - de facto - complete tabulation","Final figure, complete","2007","2774434","1,2"
"India","2001","Total","Female","47","Census - de facto - complete tabulation","Final figure, complete","2007","2036667","1,2"
"India","2001","Total","Female","48","Census - de facto - complete tabulation","Final figure, complete","2007","5328646","1,2"
"India","2001","Total","Female","49","Census - de facto - complete tabulation","Final figure, complete","2007","1449491","1,2"
"India","2001","Total","Female","50","Census - de facto - complete tabulation","Final figure, complete","2007","9610677","1,2"
"India","2001","Total","Female","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2003","16735951","1,2"
"India","2001","Total","Female","51","Census - de facto - complete tabulation","Final figure, complete","2007","1175231","1,2"
"India","2001","Total","Female","52","Census - de facto - complete tabulation","Final figure, complete","2007","2836237","1,2"
"India","2001","Total","Female","53","Census - de facto - complete tabulation","Final figure, complete","2007","1676679","1,2"
"India","2001","Total","Female","54","Census - de facto - complete tabulation","Final figure, complete","2007","1437127","1,2"
"India","2001","Total","Female","55","Census - de facto - complete tabulation","Final figure, complete","2007","7432116","1,2"
"India","2001","Total","Female","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2003","14070325","1,2"
"India","2001","Total","Female","56","Census - de facto - complete tabulation","Final figure, complete","2007","1708927","1,2"
"India","2001","Total","Female","57","Census - de facto - complete tabulation","Final figure, complete","2007","1067176","1,2"
"India","2001","Total","Female","58","Census - de facto - complete tabulation","Final figure, complete","2007","3087701","1,2"
"India","2001","Total","Female","59","Census - de facto - complete tabulation","Final figure, complete","2007","774405","1,2"
"India","2001","Total","Female","60","Census - de facto - complete tabulation","Final figure, complete","2007","9112768","1,2"
"India","2001","Total","Female","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2003","13930432","1,2"
"India","2001","Total","Female","61","Census - de facto - complete tabulation","Final figure, complete","2007","815247","1,2"
"India","2001","Total","Female","62","Census - de facto - complete tabulation","Final figure, complete","2007","2050857","1,2"
"India","2001","Total","Female","63","Census - de facto - complete tabulation","Final figure, complete","2007","1165867","1,2"
"India","2001","Total","Female","64","Census - de facto - complete tabulation","Final figure, complete","2007","785693","1,2"
"India","2001","Total","Female","65","Census - de facto - complete tabulation","Final figure, complete","2007","6703139","1,2"
"India","2001","Total","Female","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2003","10334852","1,2"
"India","2001","Total","Female","66","Census - de facto - complete tabulation","Final figure, complete","2007","911138","1,2"
"India","2001","Total","Female","67","Census - de facto - complete tabulation","Final figure, complete","2007","672417","1,2"
"India","2001","Total","Female","68","Census - de facto - complete tabulation","Final figure, complete","2007","1601859","1,2"
"India","2001","Total","Female","69","Census - de facto - complete tabulation","Final figure, complete","2007","446299","1,2"
"India","2001","Total","Female","70","Census - de facto - complete tabulation","Final figure, complete","2007","5270000","1,2"
"India","2001","Total","Female","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2003","7180956","1,2"
"India","2001","Total","Female","71","Census - de facto - complete tabulation","Final figure, complete","2007","365001","1,2"
"India","2001","Total","Female","72","Census - de facto - complete tabulation","Final figure, complete","2007","883057","1,2"
"India","2001","Total","Female","73","Census - de facto - complete tabulation","Final figure, complete","2007","377449","1,2"
"India","2001","Total","Female","74","Census - de facto - complete tabulation","Final figure, complete","2007","285449","1,2"
"India","2001","Total","Female","75","Census - de facto - complete tabulation","Final figure, complete","2007","2219499","1,2"
"India","2001","Total","Female","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2003","3288016","1,2"
"India","2001","Total","Female","76","Census - de facto - complete tabulation","Final figure, complete","2007","337752","1,2"
"India","2001","Total","Female","77","Census - de facto - complete tabulation","Final figure, complete","2007","168822","1,2"
"India","2001","Total","Female","78","Census - de facto - complete tabulation","Final figure, complete","2007","433945","1,2"
"India","2001","Total","Female","79","Census - de facto - complete tabulation","Final figure, complete","2007","127998","1,2"
"India","2001","Total","Female","80 +","Census - de facto - complete tabulation","Final figure, complete","2003","4119738","1,2"
"India","2001","Total","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","1237910","1,2"
"India","2001","Urban","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","286119689","1,2"
"India","2001","Urban","Both Sexes","0","Census - de facto - complete tabulation","Final figure, complete","2007","3676811","1,2"
"India","2001","Urban","Both Sexes","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2003","25338754","1,2"
"India","2001","Urban","Both Sexes","1","Census - de facto - complete tabulation","Final figure, complete","2007","4722055","1,2"
"India","2001","Urban","Both Sexes","2","Census - de facto - complete tabulation","Final figure, complete","2007","5434053","1,2"
"India","2001","Urban","Both Sexes","3","Census - de facto - complete tabulation","Final figure, complete","2007","5863344","1,2"
"India","2001","Urban","Both Sexes","4","Census - de facto - complete tabulation","Final figure, complete","2007","5642491","1,2"
"India","2001","Urban","Both Sexes","5","Census - de facto - complete tabulation","Final figure, complete","2007","6189990","1,2"
"India","2001","Urban","Both Sexes","5 - 9","Census - de facto - complete tabulation","Final figure, complete","2003","29860545","1,2"
"India","2001","Urban","Both Sexes","6","Census - de facto - complete tabulation","Final figure, complete","2007","5820373","1,2"
"India","2001","Urban","Both Sexes","7","Census - de facto - complete tabulation","Final figure, complete","2007","5684527","1,2"
"India","2001","Urban","Both Sexes","8","Census - de facto - complete tabulation","Final figure, complete","2007","7049350","1,2"
"India","2001","Urban","Both Sexes","9","Census - de facto - complete tabulation","Final figure, complete","2007","5116305","1,2"
"India","2001","Urban","Both Sexes","10","Census - de facto - complete tabulation","Final figure, complete","2007","8042303","1,2"
"India","2001","Urban","Both Sexes","10 - 14","Census - de facto - complete tabulation","Final figure, complete","2003","32464536","1,2"
"India","2001","Urban","Both Sexes","11","Census - de facto - complete tabulation","Final figure, complete","2007","5065421","1,2"
"India","2001","Urban","Both Sexes","12","Census - de facto - complete tabulation","Final figure, complete","2007","7558903","1,2"
"India","2001","Urban","Both Sexes","13","Census - de facto - complete tabulation","Final figure, complete","2007","5586302","1,2"
"India","2001","Urban","Both Sexes","14","Census - de facto - complete tabulation","Final figure, complete","2007","6211607","1,2"
"India","2001","Urban","Both Sexes","15","Census - de facto - complete tabulation","Final figure, complete","2007","6198351","1,2"
"India","2001","Urban","Both Sexes","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2003","30154067","1,2"
"India","2001","Urban","Both Sexes","16","Census - de facto - complete tabulation","Final figure, complete","2007","6297617","1,2"
"India","2001","Urban","Both Sexes","17","Census - de facto - complete tabulation","Final figure, complete","2007","5009567","1,2"
"India","2001","Urban","Both Sexes","18","Census - de facto - complete tabulation","Final figure, complete","2007","8054852","1,2"
"India","2001","Urban","Both Sexes","19","Census - de facto - complete tabulation","Final figure, complete","2007","4593680","1,2"
"India","2001","Urban","Both Sexes","20","Census - de facto - complete tabulation","Final figure, complete","2007","8301715","1,2"
"India","2001","Urban","Both Sexes","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2003","28365228","1,2"
"India","2001","Urban","Both Sexes","21","Census - de facto - complete tabulation","Final figure, complete","2007","4300263","1,2"
"India","2001","Urban","Both Sexes","22","Census - de facto - complete tabulation","Final figure, complete","2007","6618214","1,2"
"India","2001","Urban","Both Sexes","23","Census - de facto - complete tabulation","Final figure, complete","2007","4396134","1,2"
"India","2001","Urban","Both Sexes","24","Census - de facto - complete tabulation","Final figure, complete","2007","4748902","1,2"
"India","2001","Urban","Both Sexes","25","Census - de facto - complete tabulation","Final figure, complete","2007","8337585","1,2"
"India","2001","Urban","Both Sexes","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2003","25737253","1,2"
"India","2001","Urban","Both Sexes","26","Census - de facto - complete tabulation","Final figure, complete","2007","4773872","1,2"
"India","2001","Urban","Both Sexes","27","Census - de facto - complete tabulation","Final figure, complete","2007","3785734","1,2"
"India","2001","Urban","Both Sexes","28","Census - de facto - complete tabulation","Final figure, complete","2007","6339779","1,2"
"India","2001","Urban","Both Sexes","29","Census - de facto - complete tabulation","Final figure, complete","2007","2500283","1,2"
"India","2001","Urban","Both Sexes","30","Census - de facto - complete tabulation","Final figure, complete","2007","10058789","1,2"
"India","2001","Urban","Both Sexes","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2003","22445165","1,2"
"India","2001","Urban","Both Sexes","31","Census - de facto - complete tabulation","Final figure, complete","2007","1995684","1,2"
"India","2001","Urban","Both Sexes","32","Census - de facto - complete tabulation","Final figure, complete","2007","5325254","1,2"
"India","2001","Urban","Both Sexes","33","Census - de facto - complete tabulation","Final figure, complete","2007","2593317","1,2"
"India","2001","Urban","Both Sexes","34","Census - de facto - complete tabulation","Final figure, complete","2007","2472121","1,2"
"India","2001","Urban","Both Sexes","35","Census - de facto - complete tabulation","Final figure, complete","2007","9605710","1,2"
"India","2001","Urban","Both Sexes","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2003","21615541","1,2"
"India","2001","Urban","Both Sexes","36","Census - de facto - complete tabulation","Final figure, complete","2007","3399867","1,2"
"India","2001","Urban","Both Sexes","37","Census - de facto - complete tabulation","Final figure, complete","2007","2214910","1,2"
"India","2001","Urban","Both Sexes","38","Census - de facto - complete tabulation","Final figure, complete","2007","4666929","1,2"
"India","2001","Urban","Both Sexes","39","Census - de facto - complete tabulation","Final figure, complete","2007","1728125","1,2"
"India","2001","Urban","Both Sexes","40","Census - de facto - complete tabulation","Final figure, complete","2007","9107925","1,2"
"India","2001","Urban","Both Sexes","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2003","17173126","1,2"
"India","2001","Urban","Both Sexes","41","Census - de facto - complete tabulation","Final figure, complete","2007","1336897","1,2"
"India","2001","Urban","Both Sexes","42","Census - de facto - complete tabulation","Final figure, complete","2007","3549383","1,2"
"India","2001","Urban","Both Sexes","43","Census - de facto - complete tabulation","Final figure, complete","2007","1703435","1,2"
"India","2001","Urban","Both Sexes","44","Census - de facto - complete tabulation","Final figure, complete","2007","1475486","1,2"
"India","2001","Urban","Both Sexes","45","Census - de facto - complete tabulation","Final figure, complete","2007","7302293","1,2"
"India","2001","Urban","Both Sexes","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2003","14453974","1,2"
"India","2001","Urban","Both Sexes","46","Census - de facto - complete tabulation","Final figure, complete","2007","1796792","1,2"
"India","2001","Urban","Both Sexes","47","Census - de facto - complete tabulation","Final figure, complete","2007","1439012","1,2"
"India","2001","Urban","Both Sexes","48","Census - de facto - complete tabulation","Final figure, complete","2007","2861739","1,2"
"India","2001","Urban","Both Sexes","49","Census - de facto - complete tabulation","Final figure, complete","2007","1054138","1,2"
"India","2001","Urban","Both Sexes","50","Census - de facto - complete tabulation","Final figure, complete","2007","5941440","1,2"
"India","2001","Urban","Both Sexes","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2003","10809961","1,2"
"India","2001","Urban","Both Sexes","51","Census - de facto - complete tabulation","Final figure, complete","2007","926135","1,2"
"India","2001","Urban","Both Sexes","52","Census - de facto - complete tabulation","Final figure, complete","2007","1952534","1,2"
"India","2001","Urban","Both Sexes","53","Census - de facto - complete tabulation","Final figure, complete","2007","1010339","1,2"
"India","2001","Urban","Both Sexes","54","Census - de facto - complete tabulation","Final figure, complete","2007","979513","1,2"
"India","2001","Urban","Both Sexes","55","Census - de facto - complete tabulation","Final figure, complete","2007","3958682","1,2"
"India","2001","Urban","Both Sexes","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2003","7682278","1,2"
"India","2001","Urban","Both Sexes","56","Census - de facto - complete tabulation","Final figure, complete","2007","1043036","1,2"
"India","2001","Urban","Both Sexes","57","Census - de facto - complete tabulation","Final figure, complete","2007","706723","1,2"
"India","2001","Urban","Both Sexes","58","Census - de facto - complete tabulation","Final figure, complete","2007","1417820","1,2"
"India","2001","Urban","Both Sexes","59","Census - de facto - complete tabulation","Final figure, complete","2007","556017","1,2"
"India","2001","Urban","Both Sexes","60","Census - de facto - complete tabulation","Final figure, complete","2007","4295847","1,2"
"India","2001","Urban","Both Sexes","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2003","6864810","1,2"
"India","2001","Urban","Both Sexes","61","Census - de facto - complete tabulation","Final figure, complete","2007","485580","1,2"
"India","2001","Urban","Both Sexes","62","Census - de facto - complete tabulation","Final figure, complete","2007","1046861","1,2"
"India","2001","Urban","Both Sexes","63","Census - de facto - complete tabulation","Final figure, complete","2007","563941","1,2"
"India","2001","Urban","Both Sexes","64","Census - de facto - complete tabulation","Final figure, complete","2007","472581","1,2"
"India","2001","Urban","Both Sexes","65","Census - de facto - complete tabulation","Final figure, complete","2007","3108096","1,2"
"India","2001","Urban","Both Sexes","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2003","4990199","1,2"
"India","2001","Urban","Both Sexes","66","Census - de facto - complete tabulation","Final figure, complete","2007","505432","1,2"
"India","2001","Urban","Both Sexes","67","Census - de facto - complete tabulation","Final figure, complete","2007","424195","1,2"
"India","2001","Urban","Both Sexes","68","Census - de facto - complete tabulation","Final figure, complete","2007","685414","1,2"
"India","2001","Urban","Both Sexes","69","Census - de facto - complete tabulation","Final figure, complete","2007","267062","1,2"
"India","2001","Urban","Both Sexes","70","Census - de facto - complete tabulation","Final figure, complete","2007","2413188","1,2"
"India","2001","Urban","Both Sexes","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2003","3579168","1,2"
"India","2001","Urban","Both Sexes","71","Census - de facto - complete tabulation","Final figure, complete","2007","224420","1,2"
"India","2001","Urban","Both Sexes","72","Census - de facto - complete tabulation","Final figure, complete","2007","504531","1,2"
"India","2001","Urban","Both Sexes","73","Census - de facto - complete tabulation","Final figure, complete","2007","230238","1,2"
"India","2001","Urban","Both Sexes","74","Census - de facto - complete tabulation","Final figure, complete","2007","206791","1,2"
"India","2001","Urban","Both Sexes","75","Census - de facto - complete tabulation","Final figure, complete","2007","1063985","1,2"
"India","2001","Urban","Both Sexes","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2003","1721085","1,2"
"India","2001","Urban","Both Sexes","76","Census - de facto - complete tabulation","Final figure, complete","2007","217852","1,2"
